"PA_ID","PA","Cluster","Current_Habitat_Quality","Mean_Without_Intervention_HQ","Mean_With_Intervention_HQ","Intervention_Change","Intervention_Change_pct"
27,"Ozonahi","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)",0.22738334986207,0.223276367307427,0.20968549437692,-0.013590872930507,-6.08701811768274
28,"N#a Jaqna","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)",0.227581593121304,0.223394740223955,0.209692898701264,-0.0137018415226912,-6.13346648580666
29,"!Han /Awab","Cluster F —    //Karas,Hardap",0.174487901535881,0.173849457562159,0.181724303477623,0.00787484591546433,4.52969254312958
30,"!Khob !naub","Cluster F —    //Karas,Hardap",0.0902689499340625,0.0722587797837739,0.104517962619906,0.032259182836132,44.6439628965005
31,"Anabeb","Cluster A — South, Kunene South & Erongo",0.102972801644828,0.0999376109055652,0.125134839368868,0.0251972284633024,25.212958599853
32,"Ozondundu","Cluster A — South, Kunene South & Erongo",0.226841492719235,0.223392601689526,0.21682773983544,-0.00656486185408656,-2.93871050537765
33,"Sesfontein","Cluster A — South, Kunene South & Erongo",0.0552889796719634,0.0545690853293898,0.0920728768062554,0.0375037914768656,68.7271762949394
34,"George Mukoya","Cluster C — Kavango East, Kavango West & Zambezi",0.228473755080474,0.224179319735849,0.221267549012987,-0.00291177072286206,-1.29885786355896
35,"Muduva Nyangana","Cluster C — Kavango East, Kavango West & Zambezi",0.227872440616819,0.223536162022375,0.222119291946646,-0.00141687007572946,-0.633843787470791
36,"Shamungwa","Cluster C — Kavango East, Kavango West & Zambezi",0.228572232821525,0.223499892519136,0.220316035264707,-0.00318385725442916,-1.42454531791623
37,"King Nehale","Cluster D — Omusati, Oshana, Oshikoto & Ohangwena",0.207425664463882,0.208462387942535,0.207461446990693,-0.00100094095184172,-0.480154219531268
38,"Doro !nawas Area1","Cluster E — Kunene (North)",0.0494063589936208,0.0473165182250696,0.110176126587594,0.062859608362524,132.849184006991
39,"African Wild Dog","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)",0.227810673299662,0.223445350432794,0.209779892081617,-0.0136654583511777,-6.11579445475544
40,"Torra","Cluster E — Kunene (North)",0.0606093592579561,0.054059921983286,0.114183062011469,0.0601231400281829,111.215735839892
41,"Ondjou","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)",0.227494879685378,0.223381457701089,0.20975471627787,-0.0136267414232196,-6.10021152313087
42,"#Gaingu","Cluster A — South, Kunene South & Erongo",0.0473564423224594,0.0471446234732866,0.0785443569087742,0.0313997334354876,66.6029997106234
43,"#Gaingu","Cluster A — South, Kunene South & Erongo",0.0579844558487928,0.0565009411042907,0.0934913730155642,0.0369904319112735,65.4687005000424
44,"Sheya Shuushona","Cluster D — Omusati, Oshana, Oshikoto & Ohangwena",0.219511148516799,0.217254257655689,0.212374268731878,-0.00487998892381164,-2.24621094954354
45,"!Khoro !goreb","Cluster E — Kunene (North)",0.177156888292317,0.178672009963916,0.185985317642065,0.00731330767814914,4.09314681109039
46,"Otjimboyo","Cluster A — South, Kunene South & Erongo",0.0694232752103384,0.0560677008096999,0.0940146075131772,0.0379469067034773,67.6805115163779
47,"Tsiseb","Cluster A — South, Kunene South & Erongo",0.0508736244815133,0.0483551732784934,0.0876507440640716,0.0392955707855782,81.2644607005378
48,"Sorris Sorris","Cluster E — Kunene (North)",0.0913594041815558,0.0880722288906799,0.133967884427297,0.0458956555366175,52.1113818904092
49,"Okangundumba","Cluster E — Kunene (North)",0.224960580309199,0.223235955690117,0.21231083311688,-0.010925122573237,-4.89397979795094
50,"Sanitatas","Cluster E — Kunene (North)",0.0828717278686033,0.0824098000626742,0.130092422017806,0.0476826219551316,57.8603781575347
51,"Epupa","Cluster E — Kunene (North)",0.216318526964466,0.215247151792045,0.207888011232936,-0.00735914055910886,-3.41892587095354
52,"Ongongo","Cluster E — Kunene (North)",0.175975654243244,0.173205523711955,0.183273945658396,0.0100684219464413,5.81299125493554
53,"Otjiu-West","Cluster E — Kunene (North)",0.180100183838111,0.181790306674415,0.188668110694637,0.00687780402022203,3.78337225237214
54,"Marienfluss","Cluster E — Kunene (North)",0.0514151245983388,0.0505234842202689,0.112417611648227,0.0618941274279581,122.505659265533
55,"Puros","Cluster E — Kunene (North)",0.0487526445583397,0.0482640952607779,0.111041736209315,0.0627776409485371,130.071102771823
56,"Okondjombo","Cluster E — Kunene (North)",0.100271540201531,0.0979889560842981,0.141260015839281,0.0432710597549832,44.1591190314936
57,"Otjikongo","Cluster E — Kunene (North)",0.110477671673277,0.106580184885753,0.145117969611944,0.0385377847261905,36.1584892796914
58,"Kunene River","Cluster E — Kunene (North)",0.225379180030928,0.222906332812547,0.212044920181168,-0.0108614126313787,-4.87263528780613
59,"Ombazu","Cluster E — Kunene (North)",0.226481729128139,0.222726159934668,0.211940087130527,-0.0107860728041409,-4.84275076053246
60,"Ombombo","Cluster E — Kunene (North)",0.22594512802213,0.222524413617444,0.211972132457784,-0.0105522811596595,-4.742077953658
61,"Otjikondavirongo","Cluster E — Kunene (North)",0.107268117970346,0.103518057116588,0.144027045843623,0.0405089887270352,39.1322923317733
62,"Ombujokanguindi","Cluster E — Kunene (North)",0.202256519851568,0.202155393192124,0.201258238675592,-0.000897154516531662,-0.443794500045333
63,"Otuzemba","Cluster E — Kunene (North)",0.227734823230114,0.223353092576084,0.211951197574901,-0.0114018950011829,-5.10487447013922
64,"Etanga","Cluster E — Kunene (North)",0.226496065442285,0.223314258314522,0.212414739675787,-0.0108995186387345,-4.88079835161414
65,"Eiseb","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)",0.227764779096205,0.223427415380415,0.209568040846955,-0.0138593745334603,-6.20307696343479
66,"Otjambangu","Cluster E — Kunene (North)",0.219679189708896,0.221483505069798,0.211136558211561,-0.0103469468582373,-4.67165573119161
67,"Sikunga","Cluster C — Kavango East, Kavango West & Zambezi",0.219202919790807,0.229989465053452,0.230742283180468,0.000752818127015997,0.327327222071252
68,"Okongo","Cluster D — Omusati, Oshana, Oshikoto & Ohangwena",0.227472454714613,0.224250605276078,0.221473821988738,-0.00277678328733993,-1.23825007469719
69,"Okatjandja Kozomenje","Cluster E — Kunene (North)",0.224478038270132,0.223243981704705,0.212361566090817,-0.0108824156138884,-4.87467367800449
70,"Otjombande","Cluster E — Kunene (North)",0.226669081091522,0.223452478647232,0.212416880105324,-0.0110355985419076,-4.93867806198277
71,"Sobbe","Cluster C — Kavango East, Kavango West & Zambezi",0.225441567065106,0.224552501712356,0.222719254128605,-0.00183324758375075,-0.816400427415001
72,"Balyerwa","Cluster C — Kavango East, Kavango West & Zambezi",0.222675040412792,0.22479866070701,0.223470938843049,-0.0013277218639603,-0.590627123749094
73,"Wuparo","Cluster C — Kavango East, Kavango West & Zambezi",0.220240199069718,0.218513137658689,0.217137492337359,-0.00137564532133053,-0.629548106841632
74,"Dzoti","Cluster C — Kavango East, Kavango West & Zambezi",0.222138056191615,0.221003545954573,0.219135827332702,-0.00186771862187127,-0.845107988563756
75,"Huibes","Cluster F —    //Karas,Hardap",0.216167519999936,0.215756131287481,0.212684160363258,-0.00307197092422262,-1.42381628085898
76,"Kabulabula","Cluster C — Kavango East, Kavango West & Zambezi",0.219613208800254,0.230983309200493,0.23140728138847,0.000423972187976185,0.183551006106756
77,"Okongoro","Cluster E — Kunene (North)",0.226485720594743,0.223015174646492,0.212302714353113,-0.0107124602933784,-4.80346698845003
78,"Lusese","Cluster C — Kavango East, Kavango West & Zambezi",0.223352971399423,0.230557454756795,0.230816574188808,0.000259119432012705,0.112388225436492
79,"Nakabolelwa","Cluster C — Kavango East, Kavango West & Zambezi",0.220854395831536,0.230954192312285,0.231300334260849,0.000346141948564832,0.149874719787202
80,"Ohungu","Cluster A — South, Kunene South & Erongo",0.166192916826342,0.167004651531709,0.176525462328875,0.00952081079716638,5.70092551904681
81,"Maurus Nekaro","Cluster C — Kavango East, Kavango West & Zambezi",0.222945734928443,0.221449237423213,0.223027444813477,0.00157820739026426,0.712672307490563
82,"Kapinga kaMwalye","Cluster C — Kavango East, Kavango West & Zambezi",0.226466551120993,0.222983677831138,0.221412685677966,-0.00157099215317197,-0.704532353422594
83,"Otjindjerese","Cluster E — Kunene (North)",0.223171105463511,0.220565696362057,0.210129756771767,-0.0104359395902901,-4.73144272315109
84,"Nyae Nyae","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)",0.225565880118849,0.222345183038593,0.209475929618521,-0.0128692534200723,-5.78796142295491
85,"Ekango Lyomongwa","Cluster D — Omusati, Oshana, Oshikoto & Ohangwena",0.208964324518899,0.20928663251872,0.207864678453669,-0.0014219540650503,-0.679428995506015
86,"#Khoadi-//HÃ´as","Cluster E",0.189747489005196,0.188575895294715,0.194156436710445,0.00558054141572992,2.95930792586634
87,"Joseph Mbambangandu","Cluster C",0.213740725392493,0.219157435438121,0.221330348675008,0.00217291323688748,0.991485063029498
88,"Impalila","Cluster C",0.213696470293938,0.229950130534239,0.230408385387487,0.000458254853248491,0.199284450147446
89,"Kasika","Cluster C",0.220061789654176,0.231066431403243,0.231225868060345,0.000159436657101802,0.0690003546311594
90,"!Gawachab","Cluster F",0.0632187565308836,0.0506779640795083,0.0904684415377815,0.0397904774582732,78.5163298901395
